album_sheet,number,excel_row,registry_name,doc_number,organization,original_status,found_name,folder,drive_url,original_note,final_status,placeholder,final_note,album_page_start,album_page_end,component_files,sources,archive_candidates
направляющие,35,81,Исполнительная схема монтажа подсистемы на фасаде в/о 13-17/В-А ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих на фасаде в_о 13-17_В-А.pdf,Анохин / Фасад в осях 13-17_В-А,https://drive.google.com/file/d/1ogdgxby8v6xUeVo3UlNxdPnxB0VDHEFE/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,46,46,035__ИС направляющих на фасаде в_о 13-17_В-А.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1ogdgxby8v6xUeVo3UlNxdPnxB0VDHEFE_ИС направляющих на фасаде в_о 13-17_В-А.pdf"", ""label"": ""ИС направляющих на фасаде в_о 13-17_В-А.pdf"", ""pages"": [], ""drive_id"": ""1ogdgxby8v6xUeVo3UlNxdPnxB0VDHEFE"", ""sha256"": ""03ea1d6134dc254975d8357c477bfb47ad85755ff95b663cb064570df92831d9"", ""page_count"": 1}]",
направляющие,36,82,Исполнительная схема монтажа подсистемы на фасаде в/о 12-17/В-А. Узлы ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих на фасаде в_о 12-17_В-А  Узлы.pdf,Анохин / Фасад в осях 12-17_В-А,https://drive.google.com/file/d/1DYnvdubOkNmPwln6F5odPd2FhnVMSUnt/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,47,47,036__ИС направляющих на фасаде в_о 12-17_В-А Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1DYnvdubOkNmPwln6F5odPd2FhnVMSUnt_ИС направляющих на фасаде в_о 12-17_В-А Узлы.pdf"", ""label"": ""ИС направляющих на фасаде в_о 12-17_В-А  Узлы.pdf"", ""pages"": [], ""drive_id"": ""1DYnvdubOkNmPwln6F5odPd2FhnVMSUnt"", ""sha256"": ""60faca1c3dbab07ca6f3bea71d61226f8b24648974c62ce88dda00613ace3793"", ""page_count"": 1}]",
направляющие,37,83,Исполнительная схема монтажа подсистемы на фасаде в/о 13/И-В,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих на фасаде в_о 13_И-В.pdf,Анохин / Фасад в осях 13_И-В,https://drive.google.com/file/d/11LDCQJBdmMKkHecZFK8DmSnzC5AftBb6/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,48,48,037__ИС направляющих на фасаде в_о 13_И-В.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/11LDCQJBdmMKkHecZFK8DmSnzC5AftBb6_ИС направляющих на фасаде в_о 13_И-В.pdf"", ""label"": ""ИС направляющих на фасаде в_о 13_И-В.pdf"", ""pages"": [], ""drive_id"": ""11LDCQJBdmMKkHecZFK8DmSnzC5AftBb6"", ""sha256"": ""d7b3dac80000935f38196335cff5890c89da865d1bd325ab73695c6cc57c4941"", ""page_count"": 1}]",
направляющие,38,84,Исполнительная схема монтажа подсистемы на фасаде в/о 13/И-В. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих на фасаде в_о 13_И-В  Узлы.pdf,Анохин / Фасад в осях 13_И-В,https://drive.google.com/file/d/1-molQ7aTCetykvWuzd-yBPMTNkrz5fMW/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,49,49,038__ИС направляющих на фасаде в_о 13_И-В Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1-molQ7aTCetykvWuzd-yBPMTNkrz5fMW_ИС направляющих на фасаде в_о 13_И-В Узлы.pdf"", ""label"": ""ИС направляющих на фасаде в_о 13_И-В  Узлы.pdf"", ""pages"": [], ""drive_id"": ""1-molQ7aTCetykvWuzd-yBPMTNkrz5fMW"", ""sha256"": ""e4782236deccfd3da51a6db98da04ceda70fea796b3ea19389e4486abc00ca99"", ""page_count"": 1}]",
направляющие,39,85,Исполнительная схема монтажа подсистемы на фасаде в/о 17/А-Т,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС направляющих на фасаде в_о 17_А-Т.pdf,Анохин / Фасад в осях 17_А-Т,https://drive.google.com/file/d/1_yHQQiz0Tj5uygazeeVzsd9bWp9Y13JT/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,50,50,039__ИС направляющих на фасаде в_о 17_А-Т.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1_yHQQiz0Tj5uygazeeVzsd9bWp9Y13JT_ИС направляющих на фасаде в_о 17_А-Т.pdf"", ""label"": ""ИС направляющих на фасаде в_о 17_А-Т.pdf"", ""pages"": [], ""drive_id"": ""1_yHQQiz0Tj5uygazeeVzsd9bWp9Y13JT"", ""sha256"": ""09e10f4b07d43776d7d88d5050042ba497781c33965719b0e7a798fcefed7183"", ""page_count"": 1}]",
керамогранит,1,6,"Паспорт качества на керамический гранит Группа В1а, RW-04 600х1200х10:",№ 169 от 18.11.2022 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Папорт качества №169 керамогранит.pdf,Керамическая плитка,https://drive.google.com/file/d/1e6tl5wd5HXaplgeQPv7OouRlPainwmVC/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,4,4,001__Папорт качества №169 керамогранит.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1e6tl5wd5HXaplgeQPv7OouRlPainwmVC_Папорт качества №169 керамогранит.pdf"", ""label"": ""Папорт качества №169 керамогранит.pdf"", ""pages"": [], ""drive_id"": ""1e6tl5wd5HXaplgeQPv7OouRlPainwmVC"", ""sha256"": ""ca7a925bd5cd27a8415ae323590e489edca3584e3677ada795955fb8e60d3c66"", ""page_count"": 1}]",
керамогранит,2,7,"Паспорт качества на керамический гранит Группа В1а, YC-04 600х1200х10:",№ 296 от 26.07.2023 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Папорт качества №296 керамогранит.pdf,Керамическая плитка,https://drive.google.com/file/d/1Fl5nT8CQg-jzjpcWrl8lMHcCceV-EOmd/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,5,5,002__Папорт качества №296 керамогранит.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1Fl5nT8CQg-jzjpcWrl8lMHcCceV-EOmd_Папорт качества №296 керамогранит.pdf"", ""label"": ""Папорт качества №296 керамогранит.pdf"", ""pages"": [], ""drive_id"": ""1Fl5nT8CQg-jzjpcWrl8lMHcCceV-EOmd"", ""sha256"": ""8d5f3eef5a70485a6739b1c2493de2dfb91ea748e74b07c8c6ab54537ec6f8c0"", ""page_count"": 1}]",
керамогранит,3,8,"Паспорт качества на керамический гранит Группа В1а, YC-14 600х1200х10:",№ 245 от 28.02.2024 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Паспорт качества №245 керамогранит YC-14 желтая.pdf,Керамическая плитка,https://drive.google.com/file/d/17lVvsO-23mI8PAuODNBEC2gcSddSkzgx/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,6,6,003__Паспорт качества №245 керамогранит YC-14 желтая.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/17lVvsO-23mI8PAuODNBEC2gcSddSkzgx_Паспорт качества №245 керамогранит YC-14 желтая.pdf"", ""label"": ""Паспорт качества №245 керамогранит YC-14 желтая.pdf"", ""pages"": [], ""drive_id"": ""17lVvsO-23mI8PAuODNBEC2gcSddSkzgx"", ""sha256"": ""03da7a2f613608e772dbd3f9362bebeb2cf0dbe58ffe337ace21c5f86fbaea66"", ""page_count"": 1}]",
керамогранит,4,9,"Паспорт качества на керамический гранит Группа В1а, YC-04 600х1200х10:",№ 1 от 01.06.2024 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Паспорт качества №1 керамогранит YC-04 белая.pdf,Керамическая плитка,https://drive.google.com/file/d/1VIsujGeZOXNwyrCe95mKC8eFqLrqHSKP/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,7,7,004__Паспорт качества №1 керамогранит YC-04 белая.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1VIsujGeZOXNwyrCe95mKC8eFqLrqHSKP_Паспорт качества №1 керамогранит YC-04 белая.pdf"", ""label"": ""Паспорт качества №1 керамогранит YC-04 белая.pdf"", ""pages"": [], ""drive_id"": ""1VIsujGeZOXNwyrCe95mKC8eFqLrqHSKP"", ""sha256"": ""91918c1661c96b23dbe903445cdcb216603a20eedf203e7b48c835acbc39d6bd"", ""page_count"": 1}]",
керамогранит,5,10,"Паспорт качества на керамический гранит Группа В1а, YC-04 600х1200х10:",№ 9 от 02.06.2024 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Паспорт качества №9 от 02.06.2024 ... YC-04.pdf,Керамическая плитка,https://drive.google.com/file/d/1ZrIhP9tAaMBq3-h6YO3IaOKlZafJygJK/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,8,8,005__Паспорт качества №9 от 02.06.2024 ... YC-04.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1ZrIhP9tAaMBq3-h6YO3IaOKlZafJygJK_Паспорт качества №9 от 02.06.2024 ... YC-04.pdf"", ""label"": ""Паспорт качества №9 от 02.06.2024 ... YC-04.pdf"", ""pages"": [], ""drive_id"": ""1ZrIhP9tAaMBq3-h6YO3IaOKlZafJygJK"", ""sha256"": ""dd51739502fcfe4863ca7db9c9d1a4e4c9740f81f3874aaf03305aa17c5dd945"", ""page_count"": 1}]",
керамогранит,6,11,"Паспорт качества на керамический гранит Группа В1а, YC-04 600х1200х10:",№ 13 от 02.06.2024 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Паспорт качества №13 от 02.06.2024 ... YC-04.pdf,Керамическая плитка,https://drive.google.com/file/d/1on4MP8yOXh04wpMCSMsSfaiOawbCZ1NF/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,9,9,006__Паспорт качества №13 от 02.06.2024 ... YC-04.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1on4MP8yOXh04wpMCSMsSfaiOawbCZ1NF_Паспорт качества №13 от 02.06.2024 ... YC-04.pdf"", ""label"": ""Паспорт качества №13 от 02.06.2024 ... YC-04.pdf"", ""pages"": [], ""drive_id"": ""1on4MP8yOXh04wpMCSMsSfaiOawbCZ1NF"", ""sha256"": ""218e5ecd14a42432f5e3ac746b5233a4897e5a5486014f0d4d4e2a4f4bf07035"", ""page_count"": 1}]",
керамогранит,7,12,"Паспорт качества на керамический гранит Группа В1а, YC-04 600х1200х10:",№ 13 от 02.06.2024 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Паспорт качества №13 от 02.06.2024 ... YC-04.pdf,Керамическая плитка,https://drive.google.com/file/d/1on4MP8yOXh04wpMCSMsSfaiOawbCZ1NF/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,10,10,007__Паспорт качества №13 от 02.06.2024 ... YC-04.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1on4MP8yOXh04wpMCSMsSfaiOawbCZ1NF_Паспорт качества №13 от 02.06.2024 ... YC-04.pdf"", ""label"": ""Паспорт качества №13 от 02.06.2024 ... YC-04.pdf"", ""pages"": [], ""drive_id"": ""1on4MP8yOXh04wpMCSMsSfaiOawbCZ1NF"", ""sha256"": ""218e5ecd14a42432f5e3ac746b5233a4897e5a5486014f0d4d4e2a4f4bf07035"", ""page_count"": 1}]",
керамогранит,8,13,"Паспорт качества на керамический гранит Группа В1а, YC-04 600х1200х10:",№ 16 от 02.06.2024 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Паспорт качества №16 от 02.06.2024 ... YC-04.pdf,Керамическая плитка,https://drive.google.com/file/d/1Ak-N11f68O9w5JvlPTwz8LZ09zlzuBPq/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,11,11,008__Паспорт качества №16 от 02.06.2024 ... YC-04.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1Ak-N11f68O9w5JvlPTwz8LZ09zlzuBPq_Паспорт качества №16 от 02.06.2024 ... YC-04.pdf"", ""label"": ""Паспорт качества №16 от 02.06.2024 ... YC-04.pdf"", ""pages"": [], ""drive_id"": ""1Ak-N11f68O9w5JvlPTwz8LZ09zlzuBPq"", ""sha256"": ""cca8c122b6bafe75602a5461663bf430971c0672d988a3b9335dc3fb1969fab8"", ""page_count"": 1}]",
керамогранит,9,14,"Паспорт качества на керамический гранит Группа В1а, YC-04 600х1200х10:",№ 19 от 03.06.2024 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Паспорт качества №19 от 03.06.2024 ... YC-04.pdf,Керамическая плитка,https://drive.google.com/file/d/1LQ5uwznB_17DMyOwGW7DHcZyKII1ozF8/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,12,12,009__Паспорт качества №19 от 03.06.2024 ... YC-04.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1LQ5uwznB_17DMyOwGW7DHcZyKII1ozF8_Паспорт качества №19 от 03.06.2024 ... YC-04.pdf"", ""label"": ""Паспорт качества №19 от 03.06.2024 ... YC-04.pdf"", ""pages"": [], ""drive_id"": ""1LQ5uwznB_17DMyOwGW7DHcZyKII1ozF8"", ""sha256"": ""f30840e3926bba0072cecb0bde0a375e966d45948c042e28b7d21d4fbfe0534e"", ""page_count"": 1}]",
керамогранит,10,15,"Паспорт качества на керамический гранит Группа В1а, YC-14 600х1200х10:",№ 29 от 03.06.2024 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Паспорт качества №29 от 03.06.2024 ... YC-14.pdf,Керамическая плитка,https://drive.google.com/file/d/1lmT9H5lqT8AB73uYBu20eH0jGk0-QE2n/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,13,13,010__Паспорт качества №29 от 03.06.2024 ... YC-14.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1lmT9H5lqT8AB73uYBu20eH0jGk0-QE2n_Паспорт качества №29 от 03.06.2024 ... YC-14.pdf"", ""label"": ""Паспорт качества №29 от 03.06.2024 ... YC-14.pdf"", ""pages"": [], ""drive_id"": ""1lmT9H5lqT8AB73uYBu20eH0jGk0-QE2n"", ""sha256"": ""8540eb8f03f237543beb571520f7624978f3d72ae0bba019095150d73d72bfb4"", ""page_count"": 1}]",
керамогранит,11,16,"Паспорт качества на керамический гранит Группа В1а, YC-14 600х1200х10:",№ 30 от 04.06.2024 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Паспорт качества №30 от 04.06.2024 ... YC-14.pdf,Керамическая плитка,https://drive.google.com/file/d/1CK8vcyZUPZbbmFDnwnwKEaa1RkjkVrDX/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,14,14,011__Паспорт качества №30 от 04.06.2024 ... YC-14.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1CK8vcyZUPZbbmFDnwnwKEaa1RkjkVrDX_Паспорт качества №30 от 04.06.2024 ... YC-14.pdf"", ""label"": ""Паспорт качества №30 от 04.06.2024 ... YC-14.pdf"", ""pages"": [], ""drive_id"": ""1CK8vcyZUPZbbmFDnwnwKEaa1RkjkVrDX"", ""sha256"": ""affb589b62a906ba852ab97cddc84c175bf51aad9e3c138b7c34e31d81a98f73"", ""page_count"": 1}]",
керамогранит,12,17,"Паспорт качества на керамический гранит Группа В1а, RW-04 600х1200х10:",№ 80 от 12.06.2024 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Папорт качества №80 керамогранит.pdf,Керамическая плитка,https://drive.google.com/file/d/1BJPtUDgQPogtXnvkEqsAbQFTfyvOCQSy/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,15,15,012__Папорт качества №80 керамогранит.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1BJPtUDgQPogtXnvkEqsAbQFTfyvOCQSy_Папорт качества №80 керамогранит.pdf"", ""label"": ""Папорт качества №80 керамогранит.pdf"", ""pages"": [], ""drive_id"": ""1BJPtUDgQPogtXnvkEqsAbQFTfyvOCQSy"", ""sha256"": ""3ac48ee419f9d2742457c3131ead18c7ca11a7a205904e0dc349c9433a97c07d"", ""page_count"": 1}]",
керамогранит,13,18,"Паспорт качества на керамический гранит Группа В1а, RW-04 600х1200х10:",№ 64 от 13.06.2024 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Папорт качества №64 керамогранит (не глазур) RW-04 коричневая.pdf,Керамическая плитка,https://drive.google.com/file/d/1T1ztlnUOLhbU-Eyiy7BFHz3yosB0KYzq/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,16,16,013__Папорт качества №64 керамогранит (не глазур) RW-04 коричневая.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1T1ztlnUOLhbU-Eyiy7BFHz3yosB0KYzq_Папорт качества №64 керамогранит (не глазур) RW-04 коричневая.pdf"", ""label"": ""Папорт качества №64 керамогранит (не глазур) RW-04 коричневая.pdf"", ""pages"": [], ""drive_id"": ""1T1ztlnUOLhbU-Eyiy7BFHz3yosB0KYzq"", ""sha256"": ""5831dfbd4ac628ff5a1b3ed6ee05f796c40da8d9ab5624b628530a9141f9387b"", ""page_count"": 1}]",
